,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,2.504109589,,,,12.59232877,18.99178082,12,16,12,17.85739726,12.93030959,35.1605,15.48448767,15.922,16.05753425,14.58196721,4,3.493150685,4,3.912568306,3.580821918,3,3,2,1.854353425,1.516334247,1.2402,1.017062842,0.949931507,0.95,0.95,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,8.032,8.032,8.032,8.032,5.927,7,6,5,5,2,4,3,2.911263014,2.769449315,5.084699454,5,5,5,5,5,5,5,3,2.425983562,2.307742466,2.195008219,2.088131148,1.985947945,1.889043836,1.796720548,
                Other liquids (Mb/d),,,,,,,,,,,,72,78,82,83,85,93,101,101,102.7759563,128,167,177,179.5081967,179,172,180,177,177,183,177,178,190,187,181.1506849,160.005,160.04,160.06,160.13,160.13,160.13,140,100.086,98.086,102.1517808,97.96547945,100.880274,84.7295082,101,94,92.00821918,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,11,12,15,13,14,15,13,12.93060981,12.95729157,13.48039364,11.06825984,17.014,14.808,14.251,14.138,13.4685,11.7472,9.7087,10.3513,8.5343,9.1233,13.0005,12.8073,12.4212,12.9366,13.0904,13.2762,12.55,13.72564968,13.53489137,13.85351145,
South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,-13,-9,-8.1,-7.4,-9.6,-12,-9.8,-21,-24,,,,,5.600123288,7.890561644,8.660389041,13.00002186,11.61633973,10.60544658,10.13697534,16.97824317,16.87824932,20.39567671,29.45200548,40.54266885,49.81304384,59.2443,58.6685,70.9583,71.5391,81.0593,90.9555,89.905,88.31667808,93.58673699,96.89979452,99.00579071,108.1516268,108.238793,108.9481652,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5.600123288,7.890561644,8.660389041,13.00002186,11.61633973,10.60544658,10.13697534,9.060243169,9.830249315,11.00267671,13.33700548,14.32786885,18.76164384,27.48,26.11,27.606,25.893,27.313,31.355,33.619,25.24097808,28.68773699,28.48499452,34.33339071,37.42096164,38.49107123,37.55853699,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,5.600123288,7.890561644,8.660389041,13.00002186,11.61633973,10.60544658,10.13697534,9.060243169,9.830249315,11.00267671,13.33700548,14.32786885,18.76164384,27.48,26.11,27.606,25.893,27.313,31.355,33.619,25.24097808,28.68773699,28.48499452,34.33339071,37.42096164,38.49107123,37.55853699,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,-23.476,-24,-22,-15,-6.7,2.7,-3.5,1.011306011,2.782186301,10.91326301,4.588819178,7.918,7.048,9.393,16.115,26.2148,31.0514,31.7643,32.5585,43.3523,45.6461,53.7463,59.6005,56.286,63.0757,64.899,68.4148,64.6724,70.73066519,69.74772178,71.38962818,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,--,--,--,--,--,--,--,--,22.81160656,115.7700027,147.7629151,152.6388027,152.4590164,150.1247658,155.7925489,157.1103015,162.5308585,157.122142,155.1095863,146.210147,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,--,--,--,--,--,--,--,--,22.81160656,115.7700027,147.7629151,152.6388027,152.4590164,150.1247658,155.7925489,157.1103015,162.5308585,157.122142,155.1095863,146.210147,
                Crude oil including lease condensate (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,--,--,--,--,--,--,--,--,22.81160656,115.7700027,147.7629151,152.6388027,152.4590164,150.1247658,155.7925489,157.1103015,162.5308585,157.122142,155.1095863,146.210147,
                NGPL (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,13,3.9,13,46,37,40,47,44,46,39,37,42,43,24.86575342,20.80826575,17.36721644,10.24590164,7.504109589,10.64109589,5.997260274,4.666666667,6.931506849,6.410958904,6.597260274,37.14136612,37.84040274,38.10426027,28.35773973,26.54206667,26.1000863,50.44230274,47.44892329,47.93823224,64.8023863,64.23621507,62.52895479,60.42126667,76.81724932,76.44153425,76.43326712,74.60522787,76.70292668,76.19299686,76.91276342,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,33,25,30,58,46,44,45,40,37,30,27,33,31,24.86575342,20.80826575,17.36721644,10.24590164,7.504109589,10.64109589,5.997260274,4.666666667,6.931506849,6.410958904,6.597260274,11.45136612,11.58640274,11.03826027,2.895739726,2.666666667,4.336986301,29.06260274,26.76012329,23.48973224,39.4889863,37.75431507,32.86905479,33.43266667,49.47164932,48.86893425,47.88416712,47.61782787,47.18742466,47.08769589,47.08271233,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,47,44,37.82739726,33.42739726,30.06557377,21.24109589,16.16164384,21.7890411,21.74590164,17.4739726,16.32328767,13.24109589,10.24590164,7.504109589,10.64109589,5.997260274,4.666666667,6.931506849,6.410958904,6.597260274,5.25136612,3.38640274,2.838260274,2.895739726,2.666666667,2.336986301,2.57260274,2.167123288,3.00273224,7.336986301,6.249315068,4.652054795,2.666666667,2.402649315,1.799934247,0.815167123,0.548827869,0.118424658,0.01869589,0.013712329,
                NGPL (Mb/d),,,,,,,,,,,,6,6,7.476712329,6.663013699,7.912568306,9.41369863,11.09315068,11.17260274,10.57377049,7.391780822,4.484978082,4.126120548,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,8.2,8.2,0,0,2,26.49,24.593,20.487,32.152,31.505,28.217,30.766,45.069,45.069,45.069,45.069,45.069,45.069,45.069,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,9.999,14,15,16,15,14,16,17.47618306,18.95663699,17.94759589,21.57276849,25.69,26.254,27.066,25.462,23.8754,21.7631,21.3797,20.6888,24.4485,25.3134,26.4819,29.6599,26.9886,27.3456,27.5726,28.5491,26.9874,29.51550202,29.10530097,29.83005109,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,-0.3,-0.4,-0.4,-0.3,-0.3,-0.4,-0.4,,,,,,,,,,,,-0.508,-0.554,-0.424,-0.637,-0.579,-0.535,-0.468,-0.268,-0.455,-0.526,-0.341,-0.248,-0.241,-0.251,-0.254,-0.257,-0.243,-0.265851189,-0.262070008,-0.268239286,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,-0.3,-0.4,-0.4,-0.6,-0.5,-0.4,-0.4,-0.440865541,-0.473988958,-0.526400205,-0.550942328,-0.508,-0.554,-0.424,-0.637,-0.579,-0.535,-0.468,-0.268,-0.455,-0.526,-0.341,-0.248,-0.241,-0.251,-0.254,-0.257,-0.243,-0.265851189,-0.262070008,-0.268239286,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,-0.2,-0.1,-0.017884638,0.017677594,0.018180149,-0.3,0.1,,,,2.308743169,5.383561644,10,69.83561644,176.6754098,207.9217973,240.7800438,265.1232877,303.7852842,307.8839452,348.3004712,479.1379644,479.7476464,485.6588548,488.1421397,454.814674,94.48378087,136.2332397,116.0149384,110.5108342,107.3055847,104.075646,69.05250314,71.62329834,65.26778269,63.38777145,66.68771719,69.85359433,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,,,2.308743169,5.383561644,10,69.83561644,176.6754098,207.9217973,240.7800438,265.1232877,301.4562842,305.4769452,345.0624712,476.1479644,477.8005464,483.5520548,486.2027397,453.260274,92.72548087,134.6673397,114.3748384,108.8003342,105.6465847,102.347846,67.30420314,69.85009834,63.59158269,61.5545507,64.87997337,68.00329503,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,2.308743169,5.383561644,10,69.83561644,176.6754098,207.9217973,240.7800438,265.1232877,301.4562842,305.4769452,345.0624712,476.1479644,477.8005464,483.4520548,486.2027397,453.260274,92.03648087,133.8053397,113.7028384,108.3693342,104.8715847,102.347846,67.30420314,69.85009834,63.59158269,61.5545507,64.87997337,68.00329503,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.1,0,0,0.689,0.862,0.672,0.431,0.775,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.4,0.984529904,1.703407997,1.726281015,2.139313723,2.329,2.407,3.238,2.99,1.9471,2.1068,1.9394,1.5544,1.7583,1.5659,1.6401,1.7105,1.659,1.7278,1.7483,1.7732,1.6762,1.833220747,1.807743817,1.850299305,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,1,2,2,3,4,3.9,3.5,5,5,5.58630137,7.005479452,9,8,9.504109589,10,10,10,10,11,11.461,11.439,12.419,13.425,15.29010383,15.497,14.925,15.636,15.51233333,14.622,14.795,15.536,15.55,15.531,15.525,15.519,15.0727623,14.27260384,13.55809826,13.23233265,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,1,2,2,3,4,3.9,3.5,5,5,5.58630137,7.005479452,9,8,9.504109589,10,10,10,10,11,12,12,13,14,15.84210383,16,16,16,15.83333333,15,15,16,16,16,16,16,15.5277623,14.77014247,14.04880548,13.73459146,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,4,4,4,4,5,5.58630137,7.005479452,9,8,9.504109589,10,10,10,10,11,12,12,13,14,15.84210383,16,16,16,15.83333333,15,15,16,16,16,16,16,15.5277623,14.77014247,14.04880548,13.73459146,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-0.414668251,-0.503830434,-0.503830434,-0.538337737,-0.539,-0.561,-0.581,-0.575,-0.552,-0.503,-1.075,-0.364,-0.321,-0.378,-0.205,-0.464,-0.45,-0.469,-0.475,-0.481,-0.455,-0.497538624,-0.490707217,-0.50225881,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,-6.2,-4.3,-3.4,-3.7,0.057939891,0.3,2,2.5,2.4,1.6,1.6,0.9,1.3,,,,,,,,,,,,4.608,3.95,5.27,7.272,8.9956,10.5588,10.3125,10.3305,10.253,8.8059,11.5354,12.6139,12.5772,16.5955,14.5223,13.2469,13.1019,13.3366516,13.29855652,13.36582846,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0.5,0.1,0.3,0.4,0.2,0.1,0.073,0.073,0.054,0.054,0.054,0.036,0.018,,,,,,,,,,,,1.4,1.6,2.3,3.7,4.5,6.5,7.834,7.985,7.099,6.247,5.725,6.427,6.822,10.596,10.596,10.596,10.596,10.596,10.596,10.596,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,0.161643836,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.6,2.3,3.7,4.5,6.5,7.834,7.985,7.099,6.247,5.725,6.427,6.822,10.596,10.596,10.596,10.596,10.596,10.596,10.596,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,1.105,0.7,2,2.1,1.8,1.9,2.3,1.56604918,1.610536986,2.440846575,3.038983562,3.208,2.35,2.97,3.572,4.4956,4.0588,2.4785,2.3455,3.154,2.5589,5.8104,6.1869,5.7552,5.9995,3.9263,2.6509,2.5059,2.7406516,2.702556516,2.769828456,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,1.1,1.3,1.1,1.1,1.3,1.6,1.7,1.6,1.4,1.2,1.2,1.4,1.2,,,,,,,,,,,,3.361,3.322,3.955,3.504,3.6055,3.3688,3.117,2.994,2.4974,3.0225,2.9982,1.8899,1.1427,1.2755,1.3344,1.1922,1.1408,1.224109863,1.21062919,1.234401757,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0.1,0.12,0.22,0.26,0.26,0.1,0.14,0.12,0.14,0.1,0.1,0.115,0.138,0.251,0.251,0.251,0.251,0.251,0.251,0.251,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.12,0.22,0.26,0.26,0.1,0.14,0.12,0.14,0.1,0.1,0.115,0.138,0.251,0.251,0.251,0.251,0.251,0.251,0.251,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,1.442,1.6,1.6,1.7,2,2.2,2,1.706527322,1.819013699,1.949690411,1.628060274,3.261,3.202,3.735,3.244,3.3455,3.2688,2.977,2.874,2.3574,2.9225,2.8982,1.7749,1.0047,1.0245,1.0834,0.9412,0.8898,0.973109863,0.95962919,0.983401757,
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,164,166,160,167,170,178,190,226,260,337,385,491,478,576.7671233,592.506,622.464,602.118,593.158,593.518,595.815,572.519,612.5796027,676.6782466,651.575,483.988,444.63,418.721,400.964,400.5106038,400.4977753,416.4619616,370.3153425,167.7085082,73.22091781,30.79821918,36.399,35.11366667,24.383,30.76847945,37.34,54.4583224,79.08665331,93.87177581,98.63527898,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,164,166,160,167,170,178,195,231,266,342,390,494,483,576.7671233,592.506,622.464,602.118,593.158,593.518,595.815,572.519,612.5796027,676.6782466,651.575,486.981,447.874,421.27,404.094,404.2986038,403.0037753,420.2739616,373.3753425,170.2295082,74.82191781,32.40821918,38,36.66666667,26,32.40547945,39,56.0273224,80.80273973,95.56390685,100.3672438,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,176,173,176.2876712,236.6136986,272.5409836,327.739726,392.1780822,462.1506849,520.0819672,563.7671233,579.206,609.164,578.818,569.858,570.218,572.315,544.519,578.407,624.144,601.575,441.981,412.874,386.27,369.094,369.2986038,368.0037753,383.2739616,339.6356164,145.2295082,58.04383562,22.66027397,30,28.66666667,18,24.40547945,30,46.0273224,70.80273973,85.74246575,90.83561644,
                NGPL (Mb/d),,,,,,,,,,,,2,2,2,2,3,3,3,13,13,13,13.3,13.3,23.3,23.3,23.3,23.5,28,34.17260274,52.53424658,50,45,35,35,35,35,35,37,33.73972603,25,16.77808219,9.747945205,8,8,8,8,9,10,10,9.821441096,9.531627397,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,-4.5,-4.5,-4.3,-4.5,-4.7,-4.2,-4.1,-4.040471308,-4.564646215,-5.446795114,-3.817920859,-2.993,-3.244,-2.549,-3.13,-3.788,-2.506,-3.812,-3.06,-2.521,-1.601,-1.61,-1.601,-1.553,-1.617,-1.637,-1.66,-1.569,-1.716086413,-1.69213104,-1.731964858,
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,9,10,8,8,8,6,-2.2,0.07149449,-2.7,-5.3,-5.4,-6.1,-4.6,2,1,1,1,1,1,1,1,1,0.882309589,0.788558904,10.56285519,15.71919452,20.704,26.283,15.5049,24.7877,23.6187,20.1726,22.6993,25.8934,25.4352,23.6072,22.2658,23.7574,24.0301,24.3594,23.0721,25.15603805,24.81791608,25.38270127,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,7,8,6,6,6,4,4,5,4,4,4,3.2,3,2,1,1,1,1,1,1,1,1,0.882309589,0.788558904,0.795855191,0.588194521,0.432,0.436,0.707,1.006,0.275,0.225,1.366,1.332,1.302,0.905,0.248,0.826,0.826,0.826,0.826,0.826,0.826,0.826,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0.882309589,0.788558904,0.765855191,0.558194521,0.402,0.306,0.277,0.276,0.245,0.195,0.196,0.196,0.196,0.196,0.196,0.196,0.196,0.196,0.196,0.196,0.196,0.196,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.63,0.63,0.63,0.63,0.63,0.63,0.63,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.1,0.4,0.7,0,0,1.14,1.106,1.076,0.679,0.022,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,-6.7,-6.4,-8.7,-8.6,-8.7,-8.5,-9,-7.412950736,2.505795254,7.383959398,6.925009758,9.767,15.131,20.272,25.847,14.7979,23.7817,23.3437,19.9476,21.3333,24.5614,24.1332,22.7022,22.0178,22.9314,23.2041,23.5334,22.2461,24.33003805,23.99191608,24.55670127,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,1.3,1,1,0.797,0.598,0.52,0.5,0.4,0.4,0.326,0.309,0.352,0.355,0.334512329,0.302936986,0.276271233,0.238120169,0.222320521,0.219246,0.21909,0.191845902,0.192,0.19821,0.176186438,0.17474,0.31052,0.31045,0.31037,0.31068,0.310181464,0.3102625,0.31110982,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,1.3,1,1,0.797,0.598,0.52,0.5,0.4,0.4,0.326,0.309,0.352,0.352,0.331512329,0.299936986,0.271271233,0.235243169,0.217994521,0.215,0.215,0.213745902,0.206,0.206,0.181616438,0.18,0.316,0.316,0.316,0.316,0.316,0.316,0.316,
                Crude oil including lease condensate (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,1,1,1,0.797,0.598,0.52,0.5,0.4,0.4,0.326,0.309,0.352,0.352,0.331512329,0.299936986,0.271271233,0.235243169,0.217994521,0.215,0.215,0.213745902,0.206,0.206,0.181616438,0.18,0.316,0.316,0.316,0.316,0.316,0.316,0.316,
                NGPL (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,,0,0,0,,,,,0.003024367,0.003032653,0.002779932,0.002779932,0.003,0.003,0.003,0.005,0.002877,0.004326,0.004246,0.00409,-0.0219,-0.014,-0.00779,-0.00543,-0.00526,-0.00548,-0.00555,-0.00563,-0.00532,-0.005818536,-0.0057375,-0.00489018,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0.016621716,0.078247361,0.032023837,-0.2,-0.2,-0.1,-0.001815329,,,,,,,,,,,,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Total petroleum and other liquids (Mb/d),,,,,,,,1.3,2.3,12,18,30,53,52,49,53,51,58,61,67,67.83013699,108.66,104.378,136.683,141.9893151,149.1848548,156.8835973,194.0845929,205.9136712,222.5673041,255.3222986,273.5348415,308.6528411,342.8583233,360.5519534,387.1779623,410.7629836,420.153663,445.0469096,485.4705628,492.7751836,493.0398425,514.380763,524.6818902,536.3401732,519.5000699,525.0202082,488.6319186,460.5980474,420.9598678,411.19678,
"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0.3,1.3,11,17,29,52,51,47,52,51,57,59,65,67.83013699,108.66,104.378,136.683,141.9893151,149.1848548,156.8835973,194.0845929,205.9136712,222.5673041,255.3222986,252.8468415,290.9768411,325.5673233,345.8849534,372.3052623,389.6729836,401.946263,427.3589096,467.3770628,473.7463836,474.3693425,493.596863,504.5245902,515.3465732,498.1013699,503.3178082,468.1167186,438.1610142,398.8346882,388.5507595,
                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,23,36,35,33,38,39.69863014,41.75342466,46.15068493,52.08469945,53.83013699,64.297,60.57,76.389,79.55331507,84.41385479,89.85059726,120.3845929,127.8136712,142.8173041,168.9722986,162.5468415,183.3768411,204.1993233,213.4079534,228.8282623,237.9409836,241.801263,224.1279096,238.5790628,240.7643836,232.9753425,248.169863,257.5245902,239.6684932,228.1013699,228.3178082,202.1167186,176.9843041,143.0826356,136.1781589,
